Tipo Responsable Academica;Responsable Académica;Tipo Propuesta Formativa;Propuesta Formativa;Año;Alumnos (NI+RI);Nuevos Inscriptos;Egresados
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Artes Digitales;2025;844,00;218,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;1997;1,00;1,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;1999;2,00;1,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2000;269,00;269,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2001;343,00;135,00;5,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2002;411,00;150,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2003;434,00;131,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2004;461,00;135,00;6,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2005;426,00;102,00;7,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2006;468,00;137,00;22,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2007;443,00;97,00;24,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2008;441,00;110,00;21,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2009;407,00;96,00;26,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2010;426,00;94,00;7,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2011;445,00;79,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2012;394,00;89,00;34,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2013;377,00;77,00;33,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2014;380,00;81,00;8,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2015;331,00;77,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2016;382,00;121,00;31,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2017;365,00;91,00;27,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2018;347,00;92,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2019;369,00;94,00;15,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2020;313,00;67,00;1,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2021;537,00;34,00;5,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2022;280,00;26,00;5,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2023;239,00;51,00;14,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2024;263,00;52,00;3,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Composición con Medios Electroacústicos;2025;216,00;33,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2012;135,00;135,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2013;163,00;61,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2014;223,00;94,00;4,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2015;246,00;86,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2016;371,00;201,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2017;440,00;183,00;16,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2018;442,00;174,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2019;525,00;226,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2020;460,00;128,00;14,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2021;698,00;65,00;10,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2022;357,00;58,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2023;337,00;90,00;8,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2024;350,00;92,00;3,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Grado;Licenciatura en Música y Tecnología;2025;361,00;100,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2019;21,00;21,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2020;97,00;79,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2021;110,00;47,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2022;130,00;60,00;3,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2023;145,00;66,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2024;172,00;86,00;3,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Creación Musical;2025;212,00;100,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2014;3,00;3,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2015;107,00;106,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2016;293,00;209,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2017;325,00;128,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2018;371,00;159,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2019;439,00;230,00;15,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2020;382,00;138,00;5,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2021;356,00;103,00;2,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2022;470,00;113,00;6,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2023;414,00;179,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2024;545,00;274,00;10,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Digital;2025;644,00;285,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2019;105,00;105,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2020;337,00;257,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2021;400,00;169,00;
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2022;430,00;165,00;11,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2023;482,00;211,00;12,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2024;604,00;265,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (presencial);Pregrado;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;2025;610,00;221,00;1,00
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Administración de Redes y Servicios TIC;2025;47,00;47,00;
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2020;147,00;147,00;
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2021;575,00;501,00;
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2022;857,00;631,00;7,00
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2023;1.007,00;721,00;7,00
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2024;1.169,00;761,00;17,00
Departamento;Departamento de Ciencia y Tecnología (virtual);Pregrado;Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo;2025;1.138,00;781,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2000;1,00;1,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2001;359,00;358,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2002;330,00;137,00;20,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2003;345,00;117,00;41,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2004;346,00;109,00;34,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2005;357,00;130,00;27,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2006;424,00;158,00;28,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2007;455,00;153,00;38,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2008;503,00;189,00;39,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2009;566,00;219,00;48,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2010;539,00;166,00;44,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2011;593,00;218,00;45,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2012;604,00;200,00;44,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2013;586,00;183,00;50,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2014;583,00;182,00;46,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2015;607,00;190,00;44,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2016;669,00;240,00;48,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2017;607,00;151,00;62,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2018;635,00;248,00;50,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2019;618,00;212,00;30,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2020;622,00;210,00;24,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2021;661,00;197,00;56,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2022;656,00;246,00;51,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2023;618,00;214,00;32,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2024;525,00;151,00;42,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Ciencias Sociales y Humanidades (Ciclo de Complementación Curricular);2025;441,00;153,00;5,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2001;1.752,00;1.752,00;2,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2002;1.394,00;318,00;191,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2003;1.294,00;342,00;469,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2004;1.096,00;328,00;214,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2005;1.023,00;374,00;170,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2006;1.044,00;392,00;145,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2007;1.013,00;327,00;150,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2008;1.077,00;409,00;146,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2009;1.194,00;473,00;138,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2010;1.530,00;705,00;139,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2011;1.628,00;668,00;155,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2012;1.564,00;556,00;149,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2013;1.356,00;435,00;179,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2014;1.398,00;563,00;152,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2015;1.361,00;536,00;163,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2016;1.531,00;725,00;133,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2017;1.401,00;488,00;99,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2018;1.796,00;948,00;89,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2019;1.972,00;904,00;55,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2020;2.217,00;1.055,00;66,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2021;3.022,00;1.510,00;129,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2022;2.921,00;1.369,00;141,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2023;2.696,00;1.326,00;154,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2024;2.290,00;1.049,00;162,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Educación (Ciclo de Complementación Curricular);2025;1.615,00;714,00;21,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2017;121,00;121,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2018;170,00;92,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2019;212,00;98,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2020;237,00;88,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2021;322,00;124,00;28,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2022;355,00;164,00;12,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2023;380,00;156,00;36,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2024;373,00;142,00;26,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Geografía (Ciclo de Complementación Curricular);2025;307,00;120,00;4,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2001;48,00;48,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2002;65,00;23,00;28,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2003;52,00;20,00;20,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2004;44,00;22,00;9,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2005;53,00;26,00;19,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2006;66,00;39,00;12,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2007;69,00;28,00;15,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2008;76,00;27,00;11,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2009;81,00;28,00;14,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2010;91,00;40,00;20,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2011;82,00;20,00;19,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2012;60,00;12,00;16,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2013;40,00;9,00;10,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2014;35,00;11,00;5,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2015;28,00;1,00;4,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2016;54,00;32,00;9,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2017;54,00;15,00;11,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2018;58,00;23,00;4,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2019;64,00;21,00;10,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2020;44,00;4,00;3,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2021;37,00;;10,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2022;23,00;;15,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2023;7,00;;2,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2024;4,00;;2,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Licenciatura en Terapia Ocupacional;2025;2,00;;1,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2013;38,00;38,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2014;102,00;77,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2015;133,00;78,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2016;115,00;39,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2017;96,00;25,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2018;99,00;37,00;
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2019;79,00;24,00;9,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2020;80,00;33,00;1,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2021;82,00;29,00;1,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2022;73,00;31,00;2,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2023;79,00;42,00;4,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2024;66,00;25,00;3,00
Departamento;Departamento de Ciencias Sociales (virtual);Grado;Tecnicatura Universitaria en Gestión de Medios Comunitarios;2025;81,00;50,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2001;22,00;22,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2002;166,00;150,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2003;305,00;183,00;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2004;366,00;136,00;4,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2005;461,00;205,00;27,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2006;597,00;245,00;35,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2007;801,00;337,00;28,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2008;1.048,00;424,00;37,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2009;1.235,00;406,00;68,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2010;1.363,00;425,00;62,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2011;1.551,00;510,00;77,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2012;1.871,00;743,00;80,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2013;1.848,00;514,00;71,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2014;1.914,00;612,00;67,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2015;1.953,00;675,00;88,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2016;2.069,00;771,00;92,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2017;1.916,00;484,00;66,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2018;1.969,00;716,00;47,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2019;1.990,00;691,00;42,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2020;1.964,00;744,00;36,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2021;2.158,00;779,00;23,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2022;2.280,00;964,00;30,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2023;2.314,00;1.043,00;39,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2024;2.493,00;1.245,00;21,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Contador Público;2025;2.125,00;1.015,00;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2001;1,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2002;2,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2003;2,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2004;2,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2005;3,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2006;4,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2007;4,00;2,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2008;8,00;3,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2009;10,00;2,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2010;9,00;2,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2011;8,00;1,00;
